Course_ID,Course_Name,Category,Duration,Enrolled_Students,Completion_Rate,Platform,Price ,Rating 
636,Course_636,Finance,94,4584,57.53056259,Coursera,143.5245994,3.096549614
637,Course_637,Programming,61,3916,57.38514398,Coursera,128.7556526,4.427899664
638,Course_638,Finance,98,878,63.1925506,Coursera,137.5512429,4.705229466
639,Course_639,Office Tools,14,2695,83.6806545,Coursera,119.7977391,4.457811292
640,Course_640,Finance,27,1182,69.33487026,Udemy,106.2120948,3.005882982
641,Course_641,Programming,29,454,85.37876823,LinkedIn Learning,113.0583643,4.371183504
642,Course_642,Design,11,4386,85.57520834,edX,28.56394215,4.905023873
643,Course_643,AI,31,2473,70.26392802,LinkedIn Learning,78.71145405,3.637158492
644,Course_644,Office Tools,65,2096,74.79367579,Udemy,119.7413173,3.93169427
645,Course_645,Data Science,83,1603,98.02197701,Coursera,17.57894361,4.478030192
646,Course_646,Data Science,99,1162,78.02851577,Udemy,16.43900192,3.939377406
647,Course_647,Office Tools,57,734,90.66195942,LinkedIn Learning,143.2407774,3.334207032
648,Course_648,Marketing,42,1281,55.34596053,LinkedIn Learning,81.04144695,3.160436948
649,Course_649,Programming,39,1433,77.24835465,Coursera,159.1473588,3.264231977
650,Course_650,Office Tools,59,483,86.59556529,edX,76.47297723,4.242926846
651,Course_651,Data Science,82,1849,75.06916444,edX,50.86915616,3.684259271
652,Course_652,AI,15,508,54.48036328,Udemy,121.3188035,4.32359955
653,Course_653,AI,85,1423,52.15018926,Coursera,91.55180514,3.008149818
654,Course_654,Programming,83,4580,65.44774946,Coursera,55.78701496,4.570779616
655,Course_655,Finance,63,270,87.75422868,Coursera,138.406993,4.083418246
656,Course_656,Finance,24,2409,65.94497312,Udemy,35.45158702,3.690597173
657,Course_657,AI,56,1202,80.35231325,edX,45.1557344,3.225754961
658,Course_658,Design,31,2438,63.46618869,LinkedIn Learning,56.27505205,4.039792606
659,Course_659,Data Science,87,3657,51.04010993,Udemy,168.1868804,4.240855332
660,Course_660,Programming,49,508,70.61357439,Udemy,36.64469613,4.102421108
661,Course_661,AI,70,140,57.1129938,Udemy,64.25789955,4.768674946
662,Course_662,Marketing,79,1736,83.38468292,edX,76.21545349,4.620287954
663,Course_663,Business,56,4936,81.72869088,Udemy,50.99475839,4.810939358
664,Course_664,Office Tools,99,1505,87.79645202,LinkedIn Learning,102.4891878,4.171422337
665,Course_665,Office Tools,79,1363,87.33008784,LinkedIn Learning,186.822862,4.634057976
666,Course_666,Design,26,856,73.48804175,edX,105.3927301,4.413623168
667,Course_667,AI,83,747,92.36551077,Udemy,152.9428156,3.96133848
668,Course_668,Data Science,44,3533,75.24725798,edX,196.4779463,4.392348001
669,Course_669,Finance,39,4063,80.82536428,edX,20.56096635,4.352298756
670,Course_670,Design,49,2998,78.16972461,edX,100.6189952,4.481154734
671,Course_671,AI,12,4190,95.98248998,LinkedIn Learning,165.3275091,3.398527052
672,Course_672,Office Tools,46,921,68.79154066,Udemy,163.8080204,4.762380714
673,Course_673,Office Tools,99,2832,52.28239561,LinkedIn Learning,178.2724385,4.624181647
674,Course_674,Finance,37,4902,76.34184028,Udemy,131.6926322,4.362468895
675,Course_675,Marketing,27,4593,56.03306534,Udemy,168.1094708,4.686310299
676,Course_676,Data Science,65,2783,67.23459147,edX,178.8934542,4.200991611
677,Course_677,Business,56,4238,66.1624637,Udemy,81.87035925,3.348072731
678,Course_678,Business,35,676,97.24747926,edX,81.31324445,4.506661367
679,Course_679,Office Tools,97,2540,93.4440049,Udemy,172.3225196,3.365666872
680,Course_680,Marketing,67,2595,59.58950477,Udemy,61.78980407,4.066613033
681,Course_681,Technology,57,441,59.27228403,Coursera,189.6754616,3.72342992
682,Course_682,Marketing,43,867,60.70637908,Coursera,132.2973226,3.617065112
683,Course_683,Programming,79,2118,68.97474165,Coursera,24.86491071,4.041084099
684,Course_684,Data Science,38,3220,72.66513815,Udemy,86.50016593,3.347801347
685,Course_685,Business,25,180,80.47011134,Coursera,96.32206339,4.791267042
686,Course_686,Finance,54,3498,69.14180896,LinkedIn Learning,168.4388014,4.331545227
687,Course_687,Technology,64,818,52.29733967,Udemy,193.439121,3.187594123
688,Course_688,Business,59,4792,92.92594959,LinkedIn Learning,58.39801023,3.998316375
689,Course_689,Technology,21,4277,65.32389742,LinkedIn Learning,175.1742667,3.276160887
690,Course_690,Finance,37,1382,94.63585023,LinkedIn Learning,134.3402856,4.440590957
691,Course_691,Business,10,616,81.64444567,Coursera,182.0514713,4.748740854
692,Course_692,Office Tools,60,650,65.52471603,Coursera,37.15376883,3.079074764
693,Course_693,Business,27,678,59.32943379,Udemy,146.7895912,4.349810804
694,Course_694,Data Science,24,681,52.15141283,edX,167.0061314,4.29931795
695,Course_695,Technology,69,2423,85.16170964,Udemy,193.1830077,4.96435256
696,Course_696,Marketing,77,1778,95.69475945,edX,58.04671633,4.176934344
697,Course_697,AI,26,1272,55.71413753,edX,146.1164881,3.105610102
698,Course_698,Marketing,61,3042,90.42888371,edX,125.1974799,4.17474782
699,Course_699,Data Science,51,1726,85.29384172,edX,130.7960341,4.844426682
700,Course_700,Design,26,4383,89.80943505,Udemy,161.3186069,4.088143133
701,Course_701,Design,30,4356,74.33005603,Udemy,90.3067385,3.146697498
702,Course_702,Marketing,62,1524,84.95839878,LinkedIn Learning,170.1580963,4.019803327
703,Course_703,Office Tools,41,3145,53.62880598,LinkedIn Learning,57.33736985,4.274869443
704,Course_704,Technology,92,904,68.43915522,Udemy,46.91677966,3.840913183
705,Course_705,AI,49,4829,68.09456799,edX,19.63901153,3.130524684
706,Course_706,Finance,12,2132,52.50367905,Udemy,54.63141483,4.022475096
707,Course_707,Data Science,35,3159,74.64941804,edX,18.39565044,4.521950348
708,Course_708,Finance,12,173,64.88945497,LinkedIn Learning,110.3592201,4.182324104
709,Course_709,Marketing,58,2734,60.32636997,Coursera,88.38419022,4.57558845
710,Course_710,Programming,75,2472,94.97628251,LinkedIn Learning,188.9953794,3.904166076
711,Course_711,Programming,94,4443,90.33717582,Udemy,34.64481088,3.275136703
712,Course_712,Office Tools,18,1750,97.54028147,Coursera,190.2350915,4.970066675
713,Course_713,Data Science,36,847,96.14873075,Coursera,25.64305452,4.35290934
714,Course_714,Marketing,65,3517,57.91636342,LinkedIn Learning,80.21567974,4.916097906
715,Course_715,Business,13,2973,54.02468252,LinkedIn Learning,112.7082683,4.351773875
716,Course_716,Finance,14,1592,96.96502358,edX,35.40251851,3.83876587
717,Course_717,Office Tools,29,426,96.91791455,edX,69.79254404,4.13927485
718,Course_718,AI,45,1418,54.48196398,Udemy,59.93574714,4.829768912
719,Course_719,Office Tools,24,4475,53.62281061,Coursera,107.74398,4.958688808
720,Course_720,Design,37,1083,65.09143574,LinkedIn Learning,196.5330397,4.618216772
721,Course_721,Design,30,975,50.64896166,LinkedIn Learning,38.35828773,4.134525222
722,Course_722,Data Science,33,1180,98.78353354,edX,139.4982606,4.647013127
723,Course_723,Office Tools,73,569,66.484122,edX,22.67655622,3.044044502
724,Course_724,Design,71,2096,79.34153276,Udemy,115.2030764,4.385510418
725,Course_725,Office Tools,64,4733,75.35186192,LinkedIn Learning,22.08012192,3.031043739
726,Course_726,Data Science,25,1326,79.20034205,LinkedIn Learning,168.9358609,3.494271121
727,Course_727,AI,26,3025,77.40611175,edX,35.54800156,4.119619568
728,Course_728,Design,37,1841,93.9169998,edX,41.93531682,4.48391455
729,Course_729,Office Tools,79,357,99.29194755,LinkedIn Learning,61.53167898,3.742390114
730,Course_730,Technology,72,3241,71.10120414,edX,138.8468854,4.423790906
731,Course_731,Data Science,80,3504,54.33403713,Coursera,163.8505868,3.998393469
732,Course_732,Business,82,1724,59.39498403,LinkedIn Learning,99.70475105,3.004772045
733,Course_733,AI,11,4284,94.58239433,Coursera,90.06959024,3.248985332
734,Course_734,Marketing,58,192,90.45615747,LinkedIn Learning,38.17410359,4.257672862
735,Course_735,Data Science,85,589,58.9018305,LinkedIn Learning,20.02294915,4.243493277
736,Course_736,Data Science,43,3967,55.60953249,edX,73.32795619,4.271931891
737,Course_737,Data Science,38,331,78.23027669,Udemy,55.14014573,4.228852271
738,Course_738,Data Science,21,1030,54.48441107,LinkedIn Learning,114.1102544,3.401367482
739,Course_739,Business,42,4445,84.2331122,LinkedIn Learning,102.6398963,4.109604475
740,Course_740,AI,51,2093,92.0500879,Coursera,74.55141066,4.112086523
741,Course_741,Office Tools,88,1189,53.7608974,LinkedIn Learning,176.4933534,3.074699726
742,Course_742,Office Tools,63,229,51.3964376,Coursera,90.18333548,4.219602346
743,Course_743,Technology,79,4750,50.05734893,LinkedIn Learning,97.21647492,3.408623584
744,Course_744,Office Tools,67,3925,86.49787573,LinkedIn Learning,104.4631162,3.265827947
745,Course_745,Business,53,2017,62.22369562,Coursera,81.38089452,4.076937464
746,Course_746,Programming,18,1635,56.19689665,edX,184.985979,4.70957757
747,Course_747,Business,14,4979,68.46898761,Coursera,79.04940035,4.297815914
748,Course_748,Office Tools,40,4038,86.31161917,Udemy,17.28200745,3.272423523
749,Course_749,Business,46,1472,77.75400528,LinkedIn Learning,199.3980072,4.536510417
750,Course_750,Programming,100,1212,74.68111073,Coursera,143.6618281,4.326579117
751,Course_751,Business,93,4000,73.83590389,LinkedIn Learning,178.7208555,4.80513093
752,Course_752,Design,33,4505,57.04544324,Udemy,106.5410045,4.0290348
753,Course_753,Programming,75,2347,69.60036435,edX,154.5952983,4.663278112
754,Course_754,Technology,32,1690,94.58012219,Coursera,55.65469511,4.27056966
755,Course_755,Data Science,93,3307,85.6387616,edX,140.7189904,4.488052256
756,Course_756,Design,31,2150,82.64926491,Udemy,189.0053697,3.555776613
757,Course_757,Technology,56,2401,85.39159227,Coursera,41.20857191,3.326136198
758,Course_758,Programming,49,4077,60.19721545,LinkedIn Learning,169.5861357,4.650887614
759,Course_759,Technology,15,2933,68.79146813,Coursera,43.18725161,3.997874292
760,Course_760,Finance,22,4860,81.39727929,edX,127.8668811,3.513994967
761,Course_761,Business,70,4884,99.41702443,Udemy,159.7296879,4.97447402
762,Course_762,Design,58,2307,68.8728744,LinkedIn Learning,83.73456548,3.035075023
763,Course_763,Design,54,3737,69.68891668,LinkedIn Learning,158.7365214,4.219592799
764,Course_764,Finance,14,4448,66.49896739,Coursera,167.1424588,3.082679151
765,Course_765,Office Tools,40,4402,90.08260048,Coursera,185.4457156,3.147217265
766,Course_766,Design,12,2970,69.17371637,LinkedIn Learning,182.0329313,4.432035489
767,Course_767,Marketing,65,4687,83.83190805,LinkedIn Learning,61.66963739,3.266720195
768,Course_768,Business,22,4706,80.54823577,edX,52.30391271,3.840593116
769,Course_769,Technology,73,4883,62.33997716,Udemy,33.59690539,4.326485111
770,Course_770,Design,31,3498,58.4993893,Coursera,155.609073,3.552064443
771,Course_771,Technology,45,3160,93.62837447,Udemy,71.19858126,3.775212605
772,Course_772,Technology,92,4882,54.25586608,Coursera,58.06147066,3.076185579
773,Course_773,Business,26,827,62.1110871,Coursera,62.4480892,3.099040114
774,Course_774,Programming,72,4893,54.90854227,edX,177.8419225,4.786394626
775,Course_775,AI,90,4587,85.86395203,Coursera,110.1355474,4.423386878
776,Course_776,Finance,92,796,58.4562511,edX,21.86976174,4.718293832
777,Course_777,Finance,71,4702,70.10114627,Coursera,129.5095135,4.800968723
778,Course_778,Design,19,1717,70.44802485,edX,180.1275766,4.17668872
779,Course_779,Business,41,4708,94.50593203,Udemy,107.813579,4.848357402
780,Course_780,Data Science,49,1793,83.58122092,Coursera,18.99092713,4.920643266
781,Course_781,Design,69,1507,53.82228965,Coursera,78.64320631,4.51606
782,Course_782,Data Science,15,3871,91.14837158,Coursera,128.0494633,4.592995946
783,Course_783,Design,15,1903,90.73008583,Coursera,161.909869,4.634336077
784,Course_784,Programming,10,1212,64.766542,edX,185.5834696,3.08445717
785,Course_785,Business,13,1822,77.15951712,Udemy,191.386836,4.654532128
786,Course_786,Marketing,35,1071,54.01812384,edX,167.3084953,4.785363762
787,Course_787,Marketing,83,3408,89.79379251,Udemy,184.7665104,3.951736855
788,Course_788,Programming,40,2136,98.04156354,edX,179.6682804,3.349005025
789,Course_789,Data Science,57,4703,77.10828084,Udemy,101.0226345,4.398685857
790,Course_790,Finance,90,2379,71.74065218,Coursera,118.8693007,4.611984849
791,Course_791,Business,43,3711,71.75192397,edX,33.15107002,3.137366104
792,Course_792,Programming,32,1725,62.0964045,edX,97.77067052,3.842902434
793,Course_793,Business,79,2118,55.59041895,Coursera,46.602876,3.888887541
794,Course_794,Design,88,3562,83.30821125,edX,91.0128027,4.005715628
795,Course_795,AI,60,3299,92.03207493,Udemy,141.8687513,4.74179022
796,Course_796,Marketing,37,1293,82.07286293,LinkedIn Learning,96.66794178,4.325657688
797,Course_797,Finance,47,3146,85.28922467,LinkedIn Learning,20.88537071,4.927163665
798,Course_798,Finance,58,1594,65.96628753,edX,136.7707627,3.95377674
799,Course_799,Finance,44,4201,60.06873259,Coursera,172.6784487,4.913446878
800,Course_800,Data Science,48,1450,69.46851074,LinkedIn Learning,130.4130273,3.655415433
801,Course_801,Programming,69,3422,95.56457483,Coursera,139.3735955,4.602880498
802,Course_802,Finance,43,2809,68.18630963,edX,108.5531513,4.641550922
803,Course_803,AI,45,4640,79.12493581,Coursera,69.4937653,3.761070819
804,Course_804,Design,72,1083,68.04243643,LinkedIn Learning,84.51318827,4.858494734
805,Course_805,AI,83,4926,77.41950747,Udemy,83.07882127,3.032899276
806,Course_806,Marketing,96,315,81.34948721,edX,15.38092582,4.906940985
807,Course_807,Business,73,2385,55.87957725,LinkedIn Learning,196.0561451,3.410983142
808,Course_808,Programming,62,2282,55.10367895,edX,197.2586123,4.392365729
809,Course_809,Finance,12,2772,70.49520834,LinkedIn Learning,93.36039673,3.207435735
810,Course_810,Office Tools,65,4453,69.2284711,Udemy,63.52548329,4.33817522
811,Course_811,Business,37,3744,75.45558786,Coursera,186.5760765,3.565246797
812,Course_812,Design,96,232,61.47226424,Udemy,56.55585048,3.252836316
813,Course_813,Programming,97,4410,90.78682608,edX,151.3437108,4.817855731
814,Course_814,Marketing,53,2881,88.23092178,LinkedIn Learning,59.52777925,3.228681131
815,Course_815,Business,69,3167,80.94931958,LinkedIn Learning,44.21876649,4.57955351
816,Course_816,Marketing,68,539,99.40835302,edX,67.71408059,4.956283338
817,Course_817,Finance,100,1501,93.32369936,LinkedIn Learning,46.05094848,3.463980023
818,Course_818,Business,67,1339,91.39576892,LinkedIn Learning,25.77398963,4.434457889
819,Course_819,Programming,28,3040,58.61513871,Udemy,188.753949,4.637253701
820,Course_820,Office Tools,51,3764,64.30361575,edX,79.4200041,4.037803907
821,Course_821,Finance,16,4016,65.0320523,Coursera,121.1644332,4.859516987
822,Course_822,Office Tools,96,2144,96.22320397,Coursera,86.87688844,4.731261244
823,Course_823,Office Tools,53,1883,67.68197809,edX,70.98083377,4.777132675
824,Course_824,Business,89,2543,57.97364073,Coursera,40.067224,3.857516666
825,Course_825,Business,47,3442,78.36439205,LinkedIn Learning,92.05510205,3.444110373
826,Course_826,Office Tools,69,4794,87.62576184,LinkedIn Learning,176.5877411,3.807150317
827,Course_827,Business,92,658,97.76207864,LinkedIn Learning,125.7180139,3.212514357
828,Course_828,Programming,23,3957,53.14407156,Coursera,37.8548038,3.605613645
829,Course_829,Data Science,76,4897,56.02557286,LinkedIn Learning,62.80824114,3.736777053
830,Course_830,Finance,70,2960,87.76000779,Udemy,156.7575667,4.148228702
831,Course_831,Data Science,27,2404,66.952066,Udemy,165.0202537,3.411418555
832,Course_832,Office Tools,55,4032,73.80242151,LinkedIn Learning,54.59663652,3.13892656
833,Course_833,Technology,85,3293,78.16207658,edX,142.2857294,4.998117959
834,Course_834,Marketing,12,1956,96.1987371,Coursera,134.1935868,4.075712604
835,Course_835,AI,98,4751,77.388852,LinkedIn Learning,93.93199104,4.609039684
836,Course_836,Programming,91,3198,97.91057411,edX,120.408263,4.906551054
837,Course_837,Programming,49,747,50.79496437,edX,95.71264244,4.909177015
838,Course_838,Technology,18,2943,61.26372123,edX,137.8763719,4.855417253
839,Course_839,Office Tools,93,626,56.53440506,edX,137.8322911,3.161275133
840,Course_840,Technology,37,2267,59.57871364,edX,49.75162329,4.790206292
841,Course_841,AI,41,3120,51.69557279,LinkedIn Learning,127.639248,3.92233746
842,Course_842,Technology,40,1657,88.55127302,edX,39.95965878,3.852283751
843,Course_843,Programming,10,3916,70.19615479,LinkedIn Learning,142.9916077,3.031005657
844,Course_844,AI,46,2007,95.90035554,Udemy,134.4641695,3.898291792
845,Course_845,Marketing,49,4164,80.87693517,Coursera,155.3165299,4.673544655
846,Course_846,Marketing,59,1873,52.71642513,edX,94.87335221,3.41587051
847,Course_847,AI,82,2336,51.45646765,Udemy,10.98792111,3.671056149
848,Course_848,Finance,47,494,97.8615857,Coursera,150.484987,4.435378574
849,Course_849,Data Science,35,941,68.34003617,Udemy,186.2556865,3.363621344
850,Course_850,Programming,71,4763,67.06508055,Udemy,195.8116977,4.357165344
851,Course_851,Design,59,1934,82.96096519,Coursera,142.4518209,3.52951152
852,Course_852,Data Science,94,4275,74.8441648,Coursera,180.9251387,3.167473916
853,Course_853,Finance,42,3475,74.52127136,LinkedIn Learning,51.06827043,4.604086453
854,Course_854,Programming,78,2819,55.0359246,LinkedIn Learning,66.05678032,4.2982644
855,Course_855,Office Tools,23,4849,63.56397346,Coursera,100.9779907,3.781066227
856,Course_856,Finance,72,2204,89.78730536,LinkedIn Learning,163.1601788,3.223053009
857,Course_857,Finance,88,2577,76.39790334,LinkedIn Learning,42.55489834,3.448270106
858,Course_858,Data Science,50,622,50.55118317,edX,14.44800116,3.977056361
859,Course_859,Business,69,4073,78.89447596,edX,85.72023887,3.199516043
860,Course_860,Technology,23,3046,99.02768071,edX,156.9719075,4.350054396
861,Course_861,Finance,12,2624,84.71041212,LinkedIn Learning,46.64743438,3.622184791
862,Course_862,Finance,77,2429,80.93644662,Coursera,85.82080332,4.881621977
863,Course_863,Design,38,3185,83.1232094,Udemy,170.25343,3.53586649
864,Course_864,AI,76,4895,88.6394621,LinkedIn Learning,16.801874,4.110648856
865,Course_865,Business,79,2098,95.0641384,Coursera,40.42794182,4.405029143
866,Course_866,Business,77,2146,79.08163241,Udemy,167.9115392,4.523929655
867,Course_867,Finance,93,4503,80.03968608,Udemy,79.9197614,4.200844498
868,Course_868,Marketing,92,3905,96.04476327,Coursera,151.47393,3.289602374
869,Course_869,Finance,68,3628,61.20647077,Coursera,191.952557,4.781658576
870,Course_870,Business,75,313,83.06140327,Coursera,161.2151159,3.308667007
871,Course_871,Marketing,89,1586,52.10436356,Udemy,194.1432229,3.593703574
872,Course_872,Data Science,57,138,99.41900782,edX,155.7597287,3.315309999
873,Course_873,Design,50,4298,96.19606388,Coursera,30.51313035,4.252940032
874,Course_874,Design,42,996,74.82360504,LinkedIn Learning,113.751284,4.15368291
875,Course_875,Data Science,29,1005,87.01644489,edX,90.06317043,4.243128258
876,Course_876,Data Science,50,1775,89.10224827,edX,102.7191959,3.66964242
877,Course_877,Finance,95,402,90.03483197,LinkedIn Learning,17.03136743,4.78877143
878,Course_878,Marketing,60,1179,70.65699652,LinkedIn Learning,126.0082314,4.504101092
879,Course_879,Design,79,1007,65.83395256,LinkedIn Learning,77.5733091,3.959553227
880,Course_880,Finance,84,2365,84.41054583,edX,156.9359933,3.519532365
881,Course_881,Design,48,4364,85.64072332,edX,53.59112213,3.78770716
882,Course_882,Business,44,1898,50.78217779,LinkedIn Learning,172.4250347,3.08870949
883,Course_883,Technology,20,3527,85.57081352,edX,90.87617189,3.97703589
884,Course_884,Business,22,1599,91.02295314,edX,103.703161,4.112269376
885,Course_885,Marketing,24,2947,53.83631381,LinkedIn Learning,58.42460146,4.184129715
886,Course_886,Office Tools,15,3592,79.66560923,Coursera,68.77162709,4.049959882
887,Course_887,Business,82,4760,53.32792617,Udemy,109.3452762,3.713253161
888,Course_888,Programming,77,4907,81.90142503,LinkedIn Learning,127.4018572,3.448856891
889,Course_889,Data Science,47,1867,84.24423102,edX,103.0962558,3.432656935
890,Course_890,Finance,19,4375,82.80322827,LinkedIn Learning,14.62176099,4.707344834
891,Course_891,Programming,53,1525,77.85912847,Udemy,20.7099671,3.04272444
892,Course_892,Programming,20,4289,56.85649962,edX,61.4480309,3.001515635
893,Course_893,AI,59,276,58.13446554,LinkedIn Learning,82.98722404,3.394422126
894,Course_894,Office Tools,77,2769,84.91611778,edX,154.3954586,3.471439783
895,Course_895,Design,98,385,51.73552528,edX,104.4383774,3.760864824
896,Course_896,Programming,18,4997,58.41079811,Coursera,108.6421882,3.309204366
897,Course_897,Marketing,29,3681,56.37145757,Coursera,74.15121314,3.075274372
898,Course_898,Business,32,3743,66.96078056,edX,90.9893845,4.958501432
899,Course_899,Finance,56,4230,56.94471249,Coursera,45.03559001,4.494574768
900,Course_900,Business,44,1776,50.99205696,Udemy,148.9642365,4.141977108
901,Course_901,Office Tools,59,2085,96.14029198,Udemy,70.76337887,3.089008399
902,Course_902,Finance,70,3288,83.65751066,LinkedIn Learning,28.88236223,4.642283534
903,Course_903,Office Tools,69,2096,61.29274727,LinkedIn Learning,63.79078603,4.830221714
904,Course_904,Design,86,1322,51.78889443,Udemy,158.9657959,3.756944942
905,Course_905,Marketing,72,2651,57.39527422,edX,189.2870866,3.492225821
906,Course_906,Business,12,3550,70.77003887,Udemy,157.4928395,4.602083555
907,Course_907,Office Tools,60,4102,99.25394708,Udemy,186.5466402,4.077236699
908,Course_908,Data Science,23,3489,85.73481777,Udemy,50.84714136,3.297819287
909,Course_909,Data Science,92,1760,85.34164399,Coursera,59.52096325,3.58691708
910,Course_910,Business,61,321,88.93487558,Coursera,119.1705292,3.417650255
911,Course_911,Marketing,17,2218,51.55441299,edX,174.0066852,4.634653572
912,Course_912,Design,74,454,57.49772092,edX,84.32872763,4.844815943
913,Course_913,Programming,22,4591,54.27686026,Udemy,80.44210097,4.290172259
914,Course_914,Programming,47,1839,83.48477774,edX,21.68510611,3.595745859
915,Course_915,AI,16,1983,82.05272667,Udemy,53.5421911,3.828758209
916,Course_916,Finance,22,309,53.98696228,Udemy,88.06981808,4.370869664
917,Course_917,Marketing,34,1933,86.2811674,edX,180.6209423,4.513022454
918,Course_918,Office Tools,20,4228,54.11431106,Coursera,98.82444186,4.719601506
919,Course_919,Business,100,1555,69.70484018,Udemy,19.3635372,3.760273028
920,Course_920,Office Tools,53,4904,93.37618645,LinkedIn Learning,86.58112684,3.822509575
921,Course_921,Office Tools,72,1141,91.29136296,Coursera,54.06262556,3.607485824
922,Course_922,Business,28,141,56.51784502,LinkedIn Learning,119.4245612,3.507260227
923,Course_923,Finance,79,699,75.1514564,LinkedIn Learning,106.5648441,3.294128037
924,Course_924,Business,40,4518,75.03560997,Udemy,38.16224302,4.352847204
925,Course_925,Finance,53,4570,80.56550919,Udemy,155.4425226,3.047722727
926,Course_926,Business,23,4621,76.50805965,Udemy,167.8344901,4.936846695
927,Course_927,Marketing,14,2256,50.54226838,Coursera,142.3482909,3.701305767
928,Course_928,Programming,74,3919,98.03197425,Udemy,100.1276518,3.137474645
929,Course_929,Technology,38,3203,93.38840309,Udemy,58.99646237,3.57736943
930,Course_930,Marketing,52,4433,50.65778843,Udemy,174.6835775,4.257006194
931,Course_931,Data Science,58,4177,76.52494503,Coursera,161.895415,4.637440547
932,Course_932,Data Science,67,4952,80.00335921,LinkedIn Learning,155.7476692,4.614588836
933,Course_933,Finance,58,3110,93.45878761,edX,66.86449868,4.408348589
934,Course_934,Design,64,3753,74.55993335,Udemy,115.6516316,4.090100087
935,Course_935,Technology,70,629,50.01177512,LinkedIn Learning,113.0935631,3.018622268
936,Course_936,Marketing,86,4114,77.05385098,LinkedIn Learning,194.5387989,3.394982777
937,Course_937,Office Tools,37,1259,76.68500802,Udemy,50.99544225,4.068342409
938,Course_938,Design,62,1407,69.9328037,edX,197.2108163,4.803996508
939,Course_939,Finance,97,3087,50.18371687,Coursera,181.0337113,4.593829219
940,Course_940,Design,60,1200,57.40115748,Coursera,105.8669674,4.117610893
941,Course_941,AI,89,2881,88.90326209,Coursera,141.9308541,3.079958856
942,Course_942,AI,46,3472,85.16840254,Udemy,15.01538474,4.823969455
943,Course_943,AI,63,4816,58.73370542,edX,18.01615755,4.398534474
944,Course_944,Data Science,91,232,92.14727369,Udemy,171.5915503,3.710900884
945,Course_945,Marketing,94,1304,96.22344411,Coursera,182.2306696,4.476772565
946,Course_946,Marketing,66,1169,51.87295918,LinkedIn Learning,75.99975751,4.559500659
947,Course_947,Programming,52,1130,68.90448448,edX,171.8526517,3.41447801
948,Course_948,Office Tools,87,921,82.91306862,edX,84.338538,3.824006648
949,Course_949,Business,75,3078,99.43977532,Udemy,142.9865313,3.241188205
950,Course_950,Business,63,260,96.97213582,edX,19.04475852,3.714537198
951,Course_951,Programming,29,4003,52.15779653,LinkedIn Learning,106.5705226,3.489081391
952,Course_952,Business,35,530,84.37129137,edX,182.2161381,4.700738524
953,Course_953,Programming,51,1459,82.55162275,LinkedIn Learning,68.29999276,3.387524223
954,Course_954,AI,24,4466,71.72502876,LinkedIn Learning,151.9158965,4.761172856
955,Course_955,Technology,35,1965,75.41449711,Udemy,198.4687771,4.910586892
956,Course_956,Business,14,1501,54.25697372,Coursera,55.82784182,3.867071297
957,Course_957,Technology,98,2893,70.13572577,edX,16.41691285,4.049425806
958,Course_958,Finance,73,3746,91.94829302,edX,183.4770263,4.785161858
959,Course_959,Finance,83,4796,92.18852684,LinkedIn Learning,163.7611287,3.615727994
960,Course_960,Office Tools,67,658,61.40794246,Udemy,69.20783517,4.273608651
961,Course_961,Business,51,611,99.05428632,LinkedIn Learning,190.1672088,3.464004949
962,Course_962,Office Tools,23,1898,63.65085599,LinkedIn Learning,145.2996414,3.60539176
963,Course_963,Finance,93,463,61.42937548,LinkedIn Learning,49.97304998,4.204340773
964,Course_964,Business,68,249,57.74923512,LinkedIn Learning,19.59423773,4.788286668
965,Course_965,AI,31,1923,73.56310646,edX,162.4680171,3.967338571
966,Course_966,Design,23,2374,70.60744432,Udemy,69.18050394,4.521481006
967,Course_967,Office Tools,41,2944,78.65197324,edX,10.70989039,4.175274236
968,Course_968,Finance,85,3600,63.02158363,LinkedIn Learning,11.01173369,3.313873383
969,Course_969,Finance,65,219,81.85625546,Coursera,78.36208651,3.135887604
970,Course_970,Marketing,32,777,69.92113024,LinkedIn Learning,90.69232053,4.736208086
971,Course_971,Marketing,83,242,74.98961446,edX,22.55205295,4.387770515
972,Course_972,Business,36,639,97.24980429,edX,80.09043797,4.051939266
973,Course_973,Design,14,818,89.13479357,edX,151.6621077,4.272220677
974,Course_974,Data Science,40,881,69.47690688,Udemy,172.7842973,4.676749464
975,Course_975,Data Science,78,4115,82.45068589,LinkedIn Learning,65.54334446,4.368495183
976,Course_976,Office Tools,86,2802,79.52392308,Coursera,59.51541895,3.736485399
977,Course_977,Data Science,97,4188,65.6868389,Coursera,154.8531656,4.71840436
978,Course_978,Office Tools,21,712,70.38115641,Udemy,52.31963859,4.465747529
979,Course_979,Technology,87,4366,67.25292896,Coursera,88.91609441,3.750981261
980,Course_980,Technology,81,1792,97.74070959,Coursera,170.3460568,4.486821888
981,Course_981,Business,23,705,72.8247097,LinkedIn Learning,92.93804533,3.536228805
982,Course_982,Finance,36,3978,92.77947189,edX,151.63209,3.207712347
983,Course_983,Business,10,375,69.7083567,edX,62.64128027,4.835037928
984,Course_984,Finance,66,4999,88.06603623,LinkedIn Learning,193.3406118,3.778215526
985,Course_985,Technology,59,4257,64.61056009,Udemy,102.5921503,4.526741052
986,Course_986,Technology,15,4188,70.47014184,Coursera,153.9696423,3.878583529
